"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-11-30,274772,"Northeast Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",0,323000,0.00905966885348329,0.0182849936948298,0.0720212412877531,,,"2018-11","2018-Q4",323000,0,"2018-11"
2018-11-30,192689,"Paradise","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",1,259500,0.00933488914819136,0.0342766042247908,0.158482142857143,,,"2006-07","2006-Q3",299100,-0.132397191574724,"2005-01"
2018-11-30,270958,"Upper West Side","NY","New York-Newark-Jersey City","New York County","New York",2,1350400,-0.00640129497461555,-0.0206686489230546,-0.0672744854261638,,,"2017-07","2017-Q3",1475200,-0.0845986984815618,"2015-08"
2018-11-30,118208,"South Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3,473600,0.00338983050847458,0.0121820901902116,0.0847457627118644,,,"2018-11","2018-Q4",473600,0,"2018-11"
2018-11-30,270957,"Upper East Side","NY","New York-Newark-Jersey City","New York County","New York",4,1313000,-0.00980392156862745,-0.0319964612208788,-0.0273353581746796,,,"2017-06","2017-Q2",1397200,-0.0602633839106785,"2015-09"
2018-11-30,192820,"Sunrise Manor","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",5,219300,0.012933025404157,0.0497845859262805,0.194444444444444,,,"2006-09","2006-Q3",259400,-0.154587509637625,"2005-05"
2018-11-30,192796,"Spring Valley","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",6,276100,0.00656215822092599,0.0294556301267711,0.138087386644683,,,"2006-06","2006-Q2",315400,-0.124603677869372,"2004-12"
2018-11-30,268496,"Southeast Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",7,380600,0.00661200740544829,0.0267062314540059,0.0883614526737203,,,"2007-04","2007-Q2",400400,-0.0494505494505494,"2006-07"
2018-11-30,194430,"East New York","NY","New York-Newark-Jersey City","Kings County","New York",8,440800,0.0114731528223956,0.04405495026054,0.0965174129353234,,,"2018-11","2018-Q4",440800,0,"2018-11"
2018-11-30,112547,"Paradise Valley","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",9,336400,0.00447894893998208,0.0108173076923077,0.0635472652545052,,,"2006-05","2006-Q2",363600,-0.0748074807480748,"2005-11"
2018-11-30,198687,"Washington Heights","NY","New York-Newark-Jersey City","New York County","New York",10,671600,0.011902968208528,0.0561409026576506,0.0802637928261219,,,"2018-11","2018-Q4",671600,0,"2018-11"
2018-11-30,111818,"Deer Valley","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",11,249600,0.00483091787439614,0.0196078431372549,0.0598726114649682,,,"2006-05","2006-Q2",268000,-0.0686567164179104,"2005-11"
2018-11-30,267955,"North Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",12,217400,0.00881670533642691,0.0362249761677788,0.112020460358056,,,"2006-06","2006-Q2",223300,-0.0264218540080609,"2006-02"
2018-11-30,272816,"Astoria","NY","New York-Newark-Jersey City","Queens County","New York",13,840400,0.0146082337317397,0.0459240821406347,0.079789284337659,,,"2018-11","2018-Q4",840400,0,"2018-11"
2018-11-30,273698,"Far North","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",14,385100,0.00627123072903057,0.0128879537085744,0.067350332594235,,,"2018-11","2018-Q4",385100,0,"2018-11"
2018-11-30,272902,"Bedford Stuyvesant","NY","New York-Newark-Jersey City","Kings County","New York",15,838100,0.00191273161984459,0.013299480111232,0.0926988265971317,,,"2018-11","2018-Q4",838100,0,"2018-11"
2018-11-30,199001,"Williamsburg","NY","New York-Newark-Jersey City","Kings County","New York",16,899600,0.00301036904894637,0.0103324348607367,0.0182229767968308,,,"2018-11","2018-Q4",899600,0,"2018-11"
2018-11-30,32059,"Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",17,868400,0.00555812876331635,0.0220077674473344,0.118207571465362,,,"2018-11","2018-Q4",868400,0,"2018-11"
2018-11-30,267908,"Camelback East","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",18,333000,0.00573844759891272,0.0174152153987168,0.0801167693804736,,,"2018-11","2018-Q4",333000,0,"2018-11"
2018-11-30,273566,"East Side","TX","El Paso","El Paso County","El Paso",19,131500,0.00076103500761035,0.0146604938271605,0.0494812450119713,,,"2007-11","2007-Q4",137100,-0.0408460977388767,"2007-05"
2018-11-30,194737,"Flatbush","NY","New York-Newark-Jersey City","Kings County","New York",20,1061200,-0.0152190051967335,0.0138530620043948,0.180422691879867,,,"2018-10","2018-Q4",1077600,-0.0152190051967335,"2018-09"
2018-11-30,275473,"Southeast Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",21,126400,0.0136327185244587,0.0318367346938776,0.16390423572744,,,"2018-11","2018-Q4",126400,0,"2018-11"
2018-11-30,272734,"Alhambra","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",22,186100,0.010314875135722,0.0333148250971682,0.0585893060295791,,,"2007-06","2007-Q2",204500,-0.0899755501222494,"2005-12"
2018-11-30,403222,"Crown Heights","NY","New York-Newark-Jersey City","Kings County","New York",23,985400,-0.00162107396149949,-0.00484750555443345,-0.00343851132686084,,,"2017-04","2017-Q2",1007700,-0.0221296020641064,"2016-11"
2018-11-30,25294,"Jamaica","NY","New York-Newark-Jersey City","Queens County","New York",24,453400,0.00420819490586932,0.017961383026493,0.140915953699044,,,"2018-11","2018-Q4",453400,0,"2018-11"
2018-11-30,35521,"Enterprise","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",25,302600,0.00833055648117294,0.0296019054100034,0.127841967946329,,,"2006-06","2006-Q2",359100,-0.157337788916736,"2004-11"
2018-11-30,343222,"Williamsbridge","NY","New York-Newark-Jersey City","Bronx County","New York",26,432300,0.00698812019566737,0.0222274769449042,0.107893388006151,,,"2018-11","2018-Q4",432300,0,"2018-11"
2018-11-30,270828,"East Harlem","NY","New York-Newark-Jersey City","New York County","New York",27,831000,-0.00108186080057699,0.00459381044487427,-0.000841649633281231,,,"2018-05","2018-Q2",835600,-0.00550502632838679,"2018-03"
2018-11-30,274742,"North Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",28,562900,0.00499910730226745,0.0138688760806916,0.0478406552494415,,,"2006-03","2006-Q1",667000,-0.156071964017991,"2005-06"
2018-11-30,275237,"Roosevelt","CA","Fresno","Fresno County","Fresno",29,183400,0.0110253583241455,0.0426378624218306,0.15929203539823,,,"2006-07","2006-Q3",242300,-0.243087082129591,"2005-02"
2018-11-30,267971,"South Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",30,192700,0.0110178384050367,0.0326902465166131,0.1275599765945,,,"2007-01","2007-Q1",207200,-0.069980694980695,"2006-02"
2018-11-30,273565,"East San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",31,783400,-0.00114752008160143,0.00758842443729904,0.117546362339515,,,"2018-10","2018-Q4",784300,-0.00114752008160143,"2018-10"
2018-11-30,193587,"Bushwick","NY","New York-Newark-Jersey City","Kings County","New York",32,761500,-0.00039380414807036,-0.00548517696225676,-0.0265882653713409,,,"2018-04","2018-Q2",790300,-0.0364418575224598,"2017-09"
2018-11-30,194379,"East Flatbush","NY","New York-Newark-Jersey City","Kings County","New York",33,535700,0.00980207351555137,0.0371732817037754,0.133756613756614,,,"2018-11","2018-Q4",535700,0,"2018-11"
2018-11-30,275456,"South Side","TX","Corpus Christi","Nueces County","Corpus Christi",34,184500,-0.00108283703302653,0.00490196078431373,0.0347728547392036,,,"2018-10","2018-Q4",184700,-0.00108283703302653,"2018-10"
2018-11-30,28380,"Alief","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",35,143400,0.00349895031490553,0.0235546038543897,0.145367412140575,,,"2018-11","2018-Q4",143400,0,"2018-11"
2018-11-30,10957,"Corona","NY","New York-Newark-Jersey City","Queens County","New York",36,540900,-0.00129246676514032,0.00951847704367301,0.0689723320158103,,,"2018-10","2018-Q4",541600,-0.00129246676514032,"2018-10"
2018-11-30,273555,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby County","Memphis",37,123200,0.00818330605564648,0.025811823480433,0.102954341987466,,,"2018-11","2018-Q4",123200,0,"2018-11"
2018-11-30,270945,"Sunset Park","NY","New York-Newark-Jersey City","Kings County","New York",38,544300,-0.00366099212886692,-0.00511789435203802,0.0925331192292252,,,"2018-06","2018-Q2",550800,-0.0118010167029775,"2018-04"
2018-11-30,273088,"Bullard","CA","Fresno","Fresno County","Fresno",39,286500,0.00561600561600562,0.0145184135977337,0.0525349008082292,,,"2006-04","2006-Q2",351800,-0.185616827743036,"2004-11"
2018-11-30,275501,"Southwest Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",40,184700,0.00763775231860338,0.0221361372440509,0.151496259351621,,,"2018-11","2018-Q4",184700,0,"2018-11"
2018-11-30,193406,"Borough Park","NY","New York-Newark-Jersey City","Kings County","New York",41,878700,0.0061834421161113,0.0343731606827546,0.0763106320431161,,,"2018-11","2018-Q4",878700,0,"2018-11"
2018-11-30,193285,"Bensonhurst","NY","New York-Newark-Jersey City","Kings County","New York",42,805000,0.00537030098663669,0.0101643869996235,0.0288854805725971,,,"2018-06","2018-Q2",805500,-0.000620732464307883,"2018-06"
2018-11-30,276246,"Central City","TX","Corpus Christi","Nueces County","Corpus Christi",43,79000,0.00381194409148666,0.0076530612244898,0.031331592689295,,,"2018-05","2018-Q2",79700,-0.00878293601003764,"2018-04"
2018-11-30,276652,"West San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",44,1607500,-0.00820582428430405,-0.013743174427879,0.0916808149405773,,,"2018-06","2018-Q2",1642100,-0.0210705803544242,"2018-04"
2018-11-30,271503,"Northeast","TX","El Paso","El Paso County","El Paso",45,102100,0.00690335305719921,0.0261306532663317,0.0493319630010277,,,"2018-11","2018-Q4",102100,0,"2018-11"
2018-11-30,403223,"Elmhurst","NY","New York-Newark-Jersey City","Queens County","New York",46,566000,-0.00492264416315049,-0.0106624715958748,0.075432262967889,,,"2018-08","2018-Q3",572100,-0.0106624715958748,"2018-07"
2018-11-30,273527,"East","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",47,157400,0.0122186495176849,0.0321311475409836,0.179910044977511,,,"2018-11","2018-Q4",157400,0,"2018-11"
2018-11-30,268236,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",48,628500,0.00818094321462945,0.0189688715953307,0.0511791269443051,,,"2018-11","2018-Q4",628500,0,"2018-11"
2018-11-30,276023,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",49,661200,0.00946564885496183,0.0313523631258774,0.0723321440155693,,,"2018-11","2018-Q4",661200,0,"2018-11"
2018-11-30,275454,"South Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Scottsdale",50,349600,0.00691244239631336,0.0282352941176471,0.0942097026604069,,,"2018-11","2018-Q4",349600,0,"2018-11"
2018-11-30,276215,"Blossom Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",51,1015900,-0.0049951028403526,-0.00557948316366484,0.115638040852185,,,"2018-09","2018-Q3",1023600,-0.00752246971473232,"2018-06"
2018-11-30,276476,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",52,462900,0.00608563355792219,0.0151315789473684,0.0563669557279781,,,"2018-11","2018-Q4",462900,0,"2018-11"
2018-11-30,403131,"Sheepshead Bay","NY","New York-Newark-Jersey City","Kings County","New York",53,791800,-0.000378740058073476,0.00763553066938152,0.0678354686446392,,,"2018-10","2018-Q4",792100,-0.000378740058073476,"2018-10"
2018-11-30,343217,"South Bronx","NY","New York-Newark-Jersey City","Bronx County","New York",54,425400,0.0109315589353612,0.0446954813359528,0.281711358843025,,,"2018-11","2018-Q4",425400,0,"2018-11"
2018-11-30,343205,"Soundview","NY","New York-Newark-Jersey City","Bronx County","New York",55,412200,0.0165228113440197,0.0336008024072217,0.127153404429861,,,"2018-11","2018-Q4",412200,0,"2018-11"
2018-11-30,118987,"Willow Glen","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",56,1359800,-0.00628471207249342,-0.00635732553891122,0.109497389033943,,,"2018-09","2018-Q3",1373200,-0.00975822895426741,"2018-06"
2018-11-30,275467,"Southeast","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",57,205100,0.0093503937007874,0.0239640539191213,0.0938666666666667,,,"2018-11","2018-Q4",205100,0,"2018-11"
2018-11-30,271511,"Northwest","TX","El Paso","El Paso County","El Paso",58,204100,-0.000978952520802741,0.0134061569016882,0.0466666666666667,,,"2018-10","2018-Q4",204300,-0.000978952520802741,"2018-10"
2018-11-30,193640,"Canarsie","NY","New York-Newark-Jersey City","Kings County","New York",59,484000,0.0159529806884971,0.0533188248095756,0.125319693094629,,,"2018-11","2018-Q4",484000,0,"2018-11"
2018-11-30,41466,"Van Nuys","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",60,582600,0.00258131130614352,0.0137463024186532,0.0680109990834097,,,"2018-11","2018-Q4",582600,0,"2018-11"
2018-11-30,273480,"Downtown","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",61,931200,-0.00310459265603254,0.00779220779220779,0.168381430363864,,,"2018-10","2018-Q4",934100,-0.00310459265603254,"2018-09"
2018-11-30,274514,"Mid City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",62,1081400,0.00445848040126324,0.0154944126209034,0.129045729797452,,,"2018-11","2018-Q4",1081400,0,"2018-11"
2018-11-30,269592,"Logan Square","IL","Chicago-Naperville-Elgin","Cook County","Chicago",63,348500,0.00490196078431373,0.0160349854227405,0.0136707388016289,,,"2018-11","2018-Q4",348500,0,"2018-11"
2018-11-30,275090,"Preston Hollow","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",64,399100,0.00681130171543895,0.0157800967167218,0.0516469038208169,,,"2018-11","2018-Q4",399100,0,"2018-11"
2018-11-30,270875,"Lower East Side","NY","New York-Newark-Jersey City","New York County","New York",65,978400,-0.0105177993527508,-0.0335835638087712,-0.0363439377523885,,,"2017-10","2017-Q4",1018800,-0.0396544954848842,"2017-05"
2018-11-30,273652,"Estrella","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",66,205300,0.00736015701668302,0.0249625561657514,0.0990364025695932,,,"2006-06","2006-Q2",243000,-0.155144032921811,"2005-07"
2018-11-30,41131,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",67,550400,0.00456287643730608,0.0141883176709047,0.070608830966738,,,"2018-11","2018-Q4",550400,0,"2018-11"
2018-11-30,33183,"Northridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",68,697400,0.00374208405296488,0.00403109703426432,0.00824056671967616,,,"2006-07","2006-Q3",717000,-0.0273361227336123,"2006-02"
2018-11-30,18131,"Flushing","NY","New York-Newark-Jersey City","Queens County","New York",69,727300,0.00553020876538089,0.016491963661775,0.102303728402546,,,"2018-11","2018-Q4",727300,0,"2018-11"
2018-11-30,15046,"Alafaya","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",70,283100,0.00212389380530973,0.00106082036775106,0.0642857142857143,,,"2006-08","2006-Q3",332300,-0.148058982846825,"2005-11"
2018-11-30,27182,"South Ozone Park","NY","New York-Newark-Jersey City","Queens County","New York",71,489200,0.0018431292238378,0.00990916597853014,0.0464171122994652,,,"2018-11","2018-Q4",489200,0,"2018-11"
2018-11-30,267900,"Ahwatukee Foothills","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",72,324100,0.00589695841092489,0.0150328844347009,0.0563885267275098,,,"2006-04","2006-Q2",374500,-0.134579439252336,"2005-08"
2018-11-30,34213,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",73,515600,0.00487234457220815,0.0131656514049912,0.0486068741102298,,,"2006-10","2006-Q4",538800,-0.0430586488492947,"2006-04"
2018-11-30,113886,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",74,436500,0.0101828280490627,0.0248884714721766,0.061011181332037,,,"2018-11","2018-Q4",436500,0,"2018-11"
2018-11-30,275950,"West","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",75,213700,0.00659444182760245,0.0229775011967449,0.0975860297894196,,,"2018-11","2018-Q4",213700,0,"2018-11"
2018-11-30,46795,"North Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",76,651400,0.00633400278078171,0.022927135678392,0.123490858916868,,,"2018-11","2018-Q4",651400,0,"2018-11"
2018-11-30,54300,"San Pedro","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",77,616600,0.00538072721343551,0.0111511971138078,0.033696563285834,,,"2006-06","2006-Q2",622900,-0.0101139829828223,"2006-03"
2018-11-30,274756,"North Valley","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",78,1011600,-0.0000988435306909163,0.00847373143255907,0.125250278086763,,,"2018-10","2018-Q4",1011700,-0.0000988435306909163,"2018-10"
2018-11-30,115003,"Evergreen","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",79,1131500,-0.00282012866837049,0.00248073004341278,0.121518485479235,,,"2018-09","2018-Q3",1134900,-0.00299585866596176,"2018-09"
2018-11-30,48570,"Woodland Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",80,817600,0.00269806230071131,0.00813810110974106,0.0523876946840005,,,"2018-11","2018-Q4",817600,0,"2018-11"
2018-11-30,403553,"Eldridge - West Oaks","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",81,253600,-0.00196772924045651,-0.00549019607843137,0.0238191360516754,,,"2018-05","2018-Q2",255100,-0.00588004704037632,"2018-03"
2018-11-30,27080,"Sherman Oaks","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",82,954700,0.00505316349089378,0.0121925360474979,0.0593652907234798,,,"2018-11","2018-Q4",954700,0,"2018-11"
2018-11-30,40215,"Pacoima","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",83,461400,0.00217202432667246,0.0140659340659341,0.0479218714512832,,,"2006-10","2006-Q4",493600,-0.0652350081037277,"2006-03"
2018-11-30,196538,"Murray Hill","NY","New York-Newark-Jersey City","Queens County","New York",84,898300,0.00223139573803414,0.0114851931088841,0.0545902794083118,,,"2018-11","2018-Q4",898300,0,"2018-11"
2018-11-30,270318,"North Raleigh","NC","Raleigh","Wake County","Raleigh",85,299900,0.00301003344481605,0.00874537504204507,0.0405968077723803,,,"2018-11","2018-Q4",299900,0,"2018-11"
2018-11-30,343228,"Southwest","CA","San Diego-Carlsbad","San Diego County","Chula Vista",86,476700,0.00421318727617443,0.0123168400934381,0.058157602663707,,,"2006-07","2006-Q3",482100,-0.0112009956440573,"2006-03"
2018-11-30,37739,"Canyon Country","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",87,516800,0.00408004662910433,0.0101641907740422,0.0294820717131474,,,"2006-07","2006-Q3",545400,-0.0524385771910524,"2005-12"
2018-11-30,116625,"Mira Mesa","CA","San Diego-Carlsbad","San Diego County","San Diego",88,606000,0.00647732934728451,0.0135474159558455,0.0620399579390116,,,"2018-11","2018-Q4",606000,0,"2018-11"
2018-11-30,118872,"West Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",89,574100,0.00261962975899406,0.00419800594717509,0.0438181818181818,,,"2006-07","2006-Q3",584800,-0.018296853625171,"2006-04"
2018-11-30,273757,"Forest Hills","NY","New York-Newark-Jersey City","Queens County","New York",90,922600,0.00830601092896175,0.0176483564968012,0.036978756884343,,,"2018-11","2018-Q4",922600,0,"2018-11"
2018-11-30,273348,"Cordova-Appling","TN","Memphis","Shelby County","Memphis",91,160700,0.00752351097178683,0.0216147488874762,0.0821548821548822,,,"2018-11","2018-Q4",160700,0,"2018-11"
2018-11-30,343868,"Northwest Raleigh","NC","Raleigh","Wake County","Raleigh",92,306400,0.00557925828683951,0.0162520729684909,0.0598408855067451,,,"2018-11","2018-Q4",306400,0,"2018-11"
2018-11-30,48200,"Valencia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",93,574200,0.00525210084033613,0.0102040816326531,0.0218900160170849,,,"2006-06","2006-Q2",602200,-0.0464961806708735,"2005-11"
2018-11-30,40548,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",94,536700,0.00864499154294306,0.0187927107061503,0.0579538734476641,,,"2006-08","2006-Q3",541700,-0.00923020121838656,"2006-06"
2018-11-30,275173,"Ridgewood","NY","New York-Newark-Jersey City","Queens County","New York",95,792900,-0.0122087953158091,-0.0146638498819436,0.248858087887856,,,"2018-09","2018-Q3",809500,-0.0205064854848672,"2018-07"
2018-11-30,271326,"Central Southwest","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",96,135600,0.00444444444444444,0.0233962264150943,0.0744849445324881,,,"2018-11","2018-Q4",135600,0,"2018-11"
2018-11-30,403169,"West Rogers Park","IL","Chicago-Naperville-Elgin","Cook County","Chicago",97,196600,0.00717213114754098,0.00408580183861083,0.0802197802197802,,,"2007-04","2007-Q2",268800,-0.26860119047619,"2002-12"
2018-11-30,270829,"East Village","NY","New York-Newark-Jersey City","New York County","New York",98,1352400,-0.00236057834169371,-0.00463678516228748,-0.016936832158174,,,"2017-02","2017-Q1",1429900,-0.0541995943772292,"2016-08"
2018-11-30,275424,"South Dorchester","MA","Boston-Cambridge-Newton","Suffolk County","Boston",99,507900,0.0105451651412654,0.0352629433346922,0.0953202501617425,,,"2018-11","2018-Q4",507900,0,"2018-11"
2018-11-30,197044,"Park Slope","NY","New York-Newark-Jersey City","Kings County","New York",100,1284300,-0.00780284301606922,-0.0231974444782476,-0.0493004663557628,,,"2018-01","2018-Q1",1365500,-0.0594653972903698,"2016-04"
2018-11-30,273973,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby County","Memphis",101,112800,0.00984780662488809,0.0245231607629428,0.149847094801223,,,"2018-11","2018-Q4",112800,0,"2018-11"
2018-11-30,403558,"South Belt - Ellington","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",102,171400,0.00292568753657109,0.00882872277810477,0.0692451653150343,,,"2018-11","2018-Q4",171400,0,"2018-11"
2018-11-30,13176,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",103,476400,0.00168208578637511,0.0149126544524925,0.0746672682156553,,,"2006-09","2006-Q3",496300,-0.0400967156961515,"2006-04"
2018-11-30,274117,"Jackson Heights","NY","New York-Newark-Jersey City","Queens County","New York",104,563900,-0.0042380363764789,-0.0174246384387524,0.080682253737064,,,"2018-08","2018-Q3",573900,-0.0174246384387524,"2018-07"
2018-11-30,238122,"Greater Fondren Southwest","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",105,163900,0.00613873542050338,0.026299311208516,0.127235213204952,,,"2018-11","2018-Q4",163900,0,"2018-11"
2018-11-30,232166,"Clear Lake","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",106,230000,0.00524475524475524,0.018149623727313,0.095759885659838,,,"2018-11","2018-Q4",230000,0,"2018-11"
2018-11-30,343869,"Northeast Raleigh","NC","Raleigh","Wake County","Raleigh",107,197000,0.00922131147540984,0.0281837160751566,0.0902047592695075,,,"2018-11","2018-Q4",197000,0,"2018-11"
2018-11-30,246678,"Princess Anne","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach County","Virginia Beach",108,332100,0.000602591141910214,0.00150784077201448,0.0352244389027431,,,"2006-08","2006-Q3",334200,-0.00628366247755835,"2006-05"
2018-11-30,275471,"Southeast Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",109,218400,0.0115794349235757,0.0355618776671408,0.12751677852349,,,"2018-11","2018-Q4",218400,0,"2018-11"
2018-11-30,51128,"Brentwood","NY","New York-Newark-Jersey City","Suffolk County","Islip",110,301300,0.00870438567124205,0.0421999308197855,0.0952380952380952,,,"2007-05","2007-Q2",374800,-0.196104589114194,"2004-12"
2018-11-30,270886,"Midwood","NY","New York-Newark-Jersey City","Kings County","New York",111,943300,-0.000105999576001696,-0.00253780268584118,0.065634884771803,,,"2018-08","2018-Q3",945700,-0.00253780268584118,"2018-07"
2018-11-30,273540,"East Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",112,254300,0.00752773375594295,0.0221061093247588,0.0900128589798543,,,"2018-11","2018-Q4",254300,0,"2018-11"
2018-11-30,45032,"East Elmhurst","NY","New York-Newark-Jersey City","Queens County","New York",113,722400,0.00417014178482068,0.0124737210932025,0.0864791697999699,,,"2018-11","2018-Q4",722400,0,"2018-11"
2018-11-30,274771,"Northeast Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",114,290300,0.00798611111111111,0.0254327092900035,0.0967132602946732,,,"2018-11","2018-Q4",290300,0,"2018-11"
2018-11-30,403215,"Gravesend","NY","New York-Newark-Jersey City","Kings County","New York",115,910600,-0.00197281893906182,0.00109938434476693,0.0630399252860145,,,"2018-09","2018-Q3",912600,-0.00219154065307911,"2018-09"
2018-11-30,403542,"Kingwood","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",116,239300,0.00293378038558256,0.00842815002107038,0.0131244707874682,,,"2018-05","2018-Q2",241700,-0.00992966487381051,"2018-02"
2018-11-30,193182,"Bath Beach","NY","New York-Newark-Jersey City","Kings County","New York",117,693300,-0.000864677907479464,-0.000864677907479464,0.0512509476876422,,,"2018-09","2018-Q3",694500,-0.00172786177105832,"2018-08"
2018-11-30,276107,"Oak Cliff","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",118,152800,0.019346230820547,0.0508940852819807,0.18266253869969,,,"2018-11","2018-Q4",152800,0,"2018-11"
2018-11-30,273201,"Central Colorado Springs","CO","Colorado Springs","El Paso County","Colorado Springs",119,244000,0.0107705053852527,0.029535864978903,0.0971223021582734,,,"2018-11","2018-Q4",244000,0,"2018-11"
2018-11-30,26352,"Ozone Park","NY","New York-Newark-Jersey City","Queens County","New York",120,521100,0.00540227667374108,0.0189675400860383,0.0779892428630534,,,"2018-11","2018-Q4",521100,0,"2018-11"
2018-11-30,403541,"Northside-Northline","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",121,128000,0.0126582278481013,0.0281124497991968,0.167883211678832,,,"2018-11","2018-Q4",128000,0,"2018-11"
2018-11-30,124381,"Flagami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",122,290400,0.00938477580813347,0.0250617719731733,0.128205128205128,,,"2007-07","2007-Q3",332500,-0.126616541353383,"2006-01"
2018-11-30,274552,"Mission","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",123,1515100,0.00185148449381736,0.00271343481138319,0.0691553171970927,,,"2018-11","2018-Q4",1515100,0,"2018-11"
2018-11-30,276128,"Richmond Hill","NY","New York-Newark-Jersey City","Queens County","New York",124,559800,0.0066534795900018,0.0200437317784257,0.0899532710280374,,,"2018-11","2018-Q4",559800,0,"2018-11"
2018-11-30,13017,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",125,582700,0.00344411916652316,0.00987868284228769,0.0533261026753435,,,"2018-11","2018-Q4",582700,0,"2018-11"
